,Author Name,Review Date,Reviewer Ratings,Likes,Review Body,Developer Reply
85,beefalo Wang,2019年5月6日,1,154, 在還沒有中華民國的國旗前，永遠一星。你不尊重我們國家主權，我們也沒必要跟你客氣,
86,大嚶帝國,2019年5月13日,5,256, 我覺得很好玩 官方有時候給的東西很好 今天就給了玩家25個勇者寶箱和50個典藏補給碎片還有50個銀碎片 不會像明日之後一樣補償連1000金條都很難給出來,
87,王宏生,2019年4月20日,4,20, 希望能讓畫質變好點，把BUG改進，讓遊戲可以跑順一點，我覺得還滿好玩的,"HotCool Game2019年4月20日親愛的玩家，感謝您對《絕地求生M》的支持。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
88,盧大蔥,2019年4月20日,1,24, 跟上給1星囉~居然不是用台灣國旗而且都殘體字，這樣跟陸版有何差別,"HotCool Game2019年4月20日親愛的玩家 ，您好！
您可以至遊戲首頁右下方點選【設定】-【語言設定】-選擇【繁中-台灣】
即可將遊戲更改成繁體中文。

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
89,jheng cai yang,2019年4月19日,1,64, 不主張台獨 但可以改成台灣嗎？不然估計會損失一半的台灣玩家喔，給您參考囉,
90,林揚,2019年4月24日,4,121, 感覺程式優化可以在好一點，上下車會延遲，進圖會lag一下不知道是不是只有我會這樣，其他都還不錯了👍,"HotCool Game2019年4月26日親愛的玩家，您好!

為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。

若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
91,黃漢任,2019年4月20日,1,76, 為什麼 要用什麼中華臺北遊戲公司回覆也很隨以為我們事什麼跟本騙錢而已,
92,彭聖杰,2019年4月25日,5,162, 使用ROG遊戲體驗不錯 我覺得遊戲做的很好，仿真槍後座力或者被自己隊友擊殺等等仿真設定不懂某些玩家對此設定評價，如果沒有這些設定幹嘛玩這款遊戲？我要的就是真實性的遊戲體驗,
93,爵樂,2019年5月16日,1,13, 太扯我只是觀看朋友遊戲結束我就被封號 啥鬼不能看朋友玩 為啥還要出這功能,
94,蕭人瑋,2019年4月20日,1,45, 我愛我的國家，請尊重我的權利，中國大陸不等於中華民國，請把我的國旗還我，不然就等著被台灣人抵制，垃圾代理,
95,刺客霖丶bravo Lin,2019年4月19日,3,26," 體驗了一天,有幾點需要改一下 1.上下車會延遲 2.鏡頭靈敏度一開火直接亂掉 3.第一人稱切換鍵在哪裡 4.開火靈敏度已經超越了極限","HotCool Game2019年4月26日親愛的玩家，您好!
感謝您提供的寶貴建議！

我們已經記錄您的建議，《絕地求生M》開發團隊將會盡力為您解決，感謝您的耐心與支持！

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
96,趙俊豪,2019年5月7日,1,11, 一直誤封是外掛 一連兩次 都是在遊戲中途鎖帳號 真正的外掛不去抓 等處理好這個問題在給回評價,"HotCool Game2019年5月9日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次問題的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
97,江玥玥,2019年5月20日,1,2, 連續好幾天都遊戲玩到一半黑屏關掉，在開啟遊戲時跟隊友語音竟然不能用，還有遊戲中時時常卡頓，讓人非常困擾!(非常喜歡玩這個遊戲希望能改善這些問題。,"HotCool Game2019年5月20日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
98,cf L,2019年4月21日,1,17, 給我加臺灣國旗進去啊！到底尊不尊重我們台灣啊！官方能不能給個答案啊！要不要連其它國家的國旗都撤掉，只留下中國國旗啊！,
99,小龍,2019年4月20日,3,5, 還可以，但是我希望可以新增第一、第三人稱切換鍵和我們的台灣國旗，和把地圖用中文,"HotCool Game2019年4月20日親愛的玩家，您好！
我們已經記錄您的問題，《絕地求生M》開發團隊將會盡力為您解決，感謝您的耐心與支持！

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
100,Lance L,2019年4月26日,5,3," 我想問一下，九等的等級任務""進入聊天室""我進去好幾次了都不能過是bug嗎？","HotCool Game2019年4月26日親愛的玩家，您好!

九等的成長任務，您可以創立或進入一個聊天室，並且*發言*之後，即可完成！
若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
101,神人星空Kuso,2019年4月28日,5,6, 大家都在說 為什麼沒有台灣國旗 小編回應:因為我不想被大陸吉,
102,Allen Walker,2019年5月3日,5,4, 整體上來說跟國際版沒什麼差，但是希望網路延遲問題能處理，因為有點高。其他都做得很好。,
103,Tang Wu,2019年4月18日,3,54, Bug比國際服還要多，動作跟遊戲畫面也比國際服跟中國服還要不流暢，而且國際服的帳號還在所以不能取同樣的ID，希望日後更新盡快讓遊戲流暢。,"HotCool Game2019年4月26日親愛的玩家，您好!

感謝您寶貴的意見，如有造成任何不便之處，還請多多包涵，並感謝您的諒解。
未來若您有任何遊戲上的問題，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
104,笨蘆James,2019年4月22日,3,7, 跟刺激比 就是上下車有嚴重卡頓，容易造成被偷襲，來不及應對，希望改進，其他非常良好 還是沒有改進，很多玩家都有此問題，我的網確定沒問題！謝啦,"HotCool Game2019年4月26日親愛的玩家，您好!

很抱歉讓您遇到這樣的狀況！我們很樂意為您解決任何您所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。

若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
105,馬榮慶,2019年5月9日,5,12, 大致上體驗都還不錯，不過希望程度差不多的玩家可以排在一起，不要就冒出一個超厲害的,"HotCool Game2019年5月9日親愛的玩家您好，

感謝您寶貴的意見，我們已經記錄您的建議，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
106,福爾摩沙是屬於大日本,2019年4月19日,1,46, 為什麼台灣沒中華民國國旗，陸服就算了現在連台服都這樣，我們也是一個國家吧，請尊重？,
107,陳錦湟,2019年4月21日,5,7, 這個遊戲十分好玩 但有些模式為完成 所以令人十分期待 但我哥怎樣都找不到。,
108,隆隆天平-,2019年4月19日,4,8, 是蠻好玩的 可是有很多外掛好不好 說好的覺無外掛嘞？還有請加上臺灣國旗好不好 尊重我們【國家】還有為什麼做動作的按鈕不行調大？ 請處理外掛 謝謝 不然真的很好玩 =皿=,
109,魚醬cc,2019年5月17日,5,311, 很好玩 也是刺激戰場轉過來的 但是一樣是最高畫質 最高禎率 刺激戰場不會當 你們倒是很當 可以再優化,
110,曾培耀,2019年4月18日,5,106, 我超愛這個遊戲的跟電腦版pubg完全複製出來了 超級讚建議很多人都在玩這個 而且這根本不是國際版,
111,黃治平,2019年4月18日,4,531, 遊戲體驗不錯，但是帳號不能和之前國際版的互通，造型都沒了，我還是玩先前國際版的就好，但新玩家可以直接從台版入坑。,"HotCool Game2019年4月26日親愛的玩家， 您好！

很抱歉，由於《PUBG MOBILE 國際版》與《PUBG MOBILE：絕地求生Ｍ》的帳號是不相通的，故無法使用同一個帳號進行登入。
如造成任何不便，還請多多包涵，並感謝您的諒解。

若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
112,周昱融,2019年4月21日,4,102, 臺灣是個國請尊重謝謝，但遊戲體驗好只是有些錯誤尚未修復，不過總體來說遊戲好玩的不得了，希望錯誤趕緊修復。,
113,Jisheng Li,2019年4月20日,4,55, 整體而言還是可以，但看到國家的旗幟就傻了。原本想儲值的意願都冷了。,
114,賴健文,2019年4月24日,1,4, 我這個人很簡單 沒有台灣國旗就一星 垃圾中國玻璃心,
115,許景恆,2019年4月20日,5,21, 好玩，畫面和操作方面都還算不錯。殭屍們也太狂了吧，集體霸凌玩家的…希望製作團隊繼續加油~,
116,Lin Kasim,2019年4月21日,2,9, 幾乎完全移植還願，但老實說陸版比較順暢，而且...陸資真的廢物，不是台版那就放台灣國旗阿。耖,
117,蔡融龍,2019年5月2日,2,77, 只要遊戲不出任何意外我會改5星 每次都遊戲的問題我手機不當也沒問題結果卻怎麼也登不進pubg 以後希望別再發生此事情,"HotCool Game2019年5月1日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次問題的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
118,黃邦源,2019年5月16日,1,7, 因為我看了很多評論，提到國旗問題，台灣問題，遊戲公司都沒回應，所以給一星，可惜沒零分,
119,王凱新,2019年4月22日,1,11, 我的認知中並沒有中華台北這個東西，我只知道世界上只有中華民國，中華民國就是中國，並不是五星旗，請廠商明白中華民國等於中國，不要打中華民國還給我顯示是敏感字彙,
120,楊沛怡,2019年5月20日,1,3, 我玩到一半遊戲就退出到底給不給玩啊重登也一直跳,"HotCool Game2019年5月20日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
121,Yihom Liu,2019年4月20日,1,5, 無繁體介面，伺服器是不是架在中國？遊戲內連台灣國旗也沒有,"HotCool Game2019年4月20日親愛的玩家 ，您好！

您可以至遊戲首頁右下方點選【設定】-【語言設定】-選擇【繁中-台灣】
即可將遊戲更改成繁體中文。

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
